Time,Open Issues,Average Age
2012-07-04T14:30:37Z,1,0
2012-07-04T14:32:43Z,0,0.0014583333333333334
2012-07-04T20:39:57Z,1,0
2012-07-06T06:39:16Z,0,1.4161921296296296
2012-07-21T23:53:21Z,1,0
2012-07-22T00:00:14Z,0,0.004780092592592593
2012-08-22T15:00:41Z,1,0
2012-08-24T17:32:46Z,2,2.105613425925926
2012-08-24T18:16:06Z,1,1.0828993055555556
2012-08-27T18:23:16Z,2,5.14068287037037
2012-08-28T17:33:14Z,3,3.535596064814815
2012-08-28T17:50:45Z,4,2.3692283950617283
2012-08-28T18:59:59Z,3,1.825
2012-08-28T19:06:14Z,4,2.4175925925925927
2012-08-28T19:25:41Z,3,1.826701388888889
2012-09-04T13:36:41Z,4,9.171265432098766
2012-12-25T14:47:19Z,5,118.9275
2012-12-25T16:29:12Z,4,95.21275231481481
2013-01-02T08:18:36Z,5,126.65755787037037
2013-01-02T13:35:27Z,4,101.54608101851852
2013-05-28T08:33:43Z,5,272.66805555555555
2013-11-07T17:12:56Z,6,381.49501157407406
2014-02-13T03:32:51Z,5,415.34300733024696
2014-02-17T20:18:48Z,6,483.62408564814814
2014-02-17T20:41:18Z,5,403.03569637345674
2014-02-17T21:18:30Z,6,483.6655439814815
2014-02-17T21:18:57Z,5,403.05493248456787
2014-04-03T08:38:04Z,6,528.1374652777778
2014-05-22T19:32:03Z,7,489.56870949074073
2014-05-22T19:38:54Z,6,419.6350793650794
2014-06-19T05:05:14Z,5,516.9667534722222
2014-06-19T05:19:20Z,4,488.28073379629626
2014-06-19T05:45:15Z,3,443.96984375
2014-06-20T04:39:02Z,4,567.2871450617284
2014-06-20T04:44:24Z,3,425.46908564814817
2014-06-20T05:22:30Z,2,567.3173302469136
2014-06-20T21:02:28Z,3,657.6951446759259
2014-06-20T21:23:04Z,2,438.4777353395062
2014-06-21T01:23:54Z,3,657.8766956018519
2014-06-21T01:37:27Z,2,438.5938734567901
2014-07-05T02:32:16Z,3,671.9241724537037
2014-07-06T07:15:37Z,2,449.1462191358025
2014-07-25T22:53:17Z,3,692.7721006944445
2014-07-26T09:44:52Z,4,462.30055555555555
2014-07-26T10:03:28Z,3,346.73833333333334
2014-07-26T13:43:10Z,2,462.31521219135806
2014-09-02T21:31:51Z,3,731.7155497685185
2014-09-04T17:58:19Z,2,489.6620794753086
2014-09-16T01:02:18Z,3,744.8616956018518
2014-10-13T19:25:00Z,4,524.3402276234567
2014-11-16T15:45:13Z,5,427.10254340277777
2014-11-22T11:10:43Z,6,347.4914097222222
2014-11-22T14:34:40Z,5,289.71780671296295
2014-11-23T23:26:47Z,6,349.00256712962965
2014-11-24T07:54:54Z,5,291.188331404321
2014-12-10T21:20:10Z,6,365.9146388888889
2014-12-12T07:13:16Z,7,306.3407407407407
2014-12-12T08:57:41Z,6,262.6502893518518
2014-12-25T21:12:12Z,7,319.6880208333333
2014-12-26T06:59:00Z,8,274.42580357142856
2014-12-27T12:28:36Z,7,241.35146701388888
2014-12-27T13:32:52Z,6,261.23536375661376
2014-12-27T16:17:55Z,5,304.6769560185185
2014-12-30T09:15:16Z,4,367.95971296296295
2014-12-31T06:09:24Z,5,441.4264236111111
2014-12-31T06:25:25Z,4,353.15226157407403
2014-12-31T06:50:10Z,5,441.4547337962963
2014-12-31T09:57:35Z,4,353.29393749999997
2015-01-02T12:12:39Z,5,443.67868055555556
2015-01-02T13:14:21Z,4,354.98579166666667
2015-01-02T13:58:30Z,3,443.7521875
2015-01-02T18:09:30Z,4,306.2484567901235
2015-01-06T18:43:53Z,5,233.7102199074074
2015-01-15T04:37:46Z,6,195.38059490740739
2015-01-15T16:26:07Z,5,163.30907214506175
2015-01-23T19:58:00Z,6,204.01964583333333
2015-01-23T21:13:05Z,5,170.0685127314815
2015-01-24T14:01:11Z,6,204.77185648148148
2015-01-24T14:04:11Z,5,170.64529706790123
2015-01-28T23:56:06Z,6,209.18499305555554
2015-01-29T00:52:28Z,7,174.35997106481483
2015-01-29T07:50:49Z,6,149.7419246031746
2015-02-04T00:41:16Z,7,180.35219328703704
2015-02-04T00:54:50Z,8,154.59701554232805
2015-02-04T09:24:25Z,7,135.62626591435185
2015-02-06T08:18:06Z,8,156.90483961640211
2015-02-06T23:04:54Z,9,137.9075679976852
2015-02-06T23:07:44Z,10,122.58647247942386
2015-02-07T19:49:30Z,9,111.19016319444444
2015-02-14T06:21:50Z,8,129.8879308127572
